time,station,tl_mittel,p_mittel,vv_mittel,rf_mittel,so_h,substation
2007-04-07T00:00+00:00,5917,12.4,996.4,2.1,59.0,7.0,
2007-04-07T00:00+00:00,5925,13.8,999.3,2.1,58.0,4.2,
2007-04-07T00:00+00:00,5935,12.0,1001.3,1.5,63.0,4.3,
2007-04-07T00:00+00:00,5963,,,,,,
2007-04-07T00:00+00:00,5965,,,,,,
2007-04-08T00:00+00:00,105,11.0,996.9,2.6,57.0,12.1,5904
2007-04-08T00:00+00:00,106,10.5,994.8,1.5,55.0,10.9,5805
2007-04-08T00:00+00:00,107,11.8,998.4,3.8,53.0,12.2,5917
2007-04-08T00:00+00:00,4102,,,,,,
2007-04-08T00:00+00:00,4115,,,,,,
2007-04-08T00:00+00:00,4120,,,,,,
2007-04-08T00:00+00:00,5802,,,,,,
2007-04-08T00:00+00:00,5804,,,,,,
2007-04-08T00:00+00:00,5805,10.5,994.8,1.5,55.0,10.9,
2007-04-08T00:00+00:00,5808,,,,,,
2007-04-08T00:00+00:00,5901,,,,,,
2007-04-08T00:00+00:00,5902,,,,,,
2007-04-08T00:00+00:00,5904,11.0,996.9,2.6,57.0,12.1,
2007-04-08T00:00+00:00,5905,,,,,,
2007-04-08T00:00+00:00,5916,,,,,,
2007-04-08T00:00+00:00,5917,11.8,998.4,3.8,53.0,12.2,
2007-04-08T00:00+00:00,5925,13.0,1001.3,2.6,52.0,11.7,
2007-04-08T00:00+00:00,5935,11.0,1003.3,2.1,58.0,11.7,
2007-04-08T00:00+00:00,5963,,,,,,
2007-04-08T00:00+00:00,5965,,,,,,
2007-04-09T00:00+00:00,105,11.5,991.6,3.8,57.0,10.4,5904
2007-04-09T00:00+00:00,106,9.8,989.8,3.8,53.0,10.7,5805
2007-04-09T00:00+00:00,107,10.6,993.3,4.5,51.0,11.0,5917
2007-04-09T00:00+00:00,4102,,,,,,
2007-04-09T00:00+00:00,4115,,,,,,
2007-04-09T00:00+00:00,4120,,,,,,
2007-04-09T00:00+00:00,5802,,,,,,
2007-04-09T00:00+00:00,5804,,,,,,
2007-04-09T00:00+00:00,5805,9.8,989.8,3.8,53.0,10.7,
2007-04-09T00:00+00:00,5808,,,,,,
2007-04-09T00:00+00:00,5901,,,,,,
2007-04-09T00:00+00:00,5902,,,,,,
2007-04-09T00:00+00:00,5904,11.5,991.6,3.8,57.0,10.4,
2007-04-09T00:00+00:00,5905,,,,,,
2007-04-09T00:00+00:00,5916,,,,,,
2007-04-09T00:00+00:00,5917,10.6,993.3,4.5,51.0,11.0,
2007-04-09T00:00+00:00,5925,12.8,996.2,3.2,51.0,10.9,
2007-04-09T00:00+00:00,5935,11.4,998.2,2.6,57.0,10.7,
2007-04-09T00:00+00:00,5963,,,,,,
2007-04-09T00:00+00:00,5965,,,,,,
2007-04-10T00:00+00:00,105,15.8,992.7,4.5,51.0,7.8,5904
2007-04-10T00:00+00:00,106,11.8,990.8,3.2,54.0,10.0,5805
2007-04-10T00:00+00:00,107,14.9,994.4,5.2,47.0,11.4,5917
2007-04-10T00:00+00:00,4102,,,,,,
2007-04-10T00:00+00:00,4115,,,,,,
2007-04-10T00:00+00:00,4120,,,,,,
2007-04-10T00:00+00:00,5802,,,,,,
2007-04-10T00:00+00:00,5804,,,,,,
2007-04-10T00:00+00:00,5805,11.8,990.8,3.2,54.0,10.0,
2007-04-10T00:00+00:00,5808,,,,,,
2007-04-10T00:00+00:00,5901,,,,,,
2007-04-10T00:00+00:00,5902,,,,,,
2007-04-10T00:00+00:00,5904,15.8,992.7,4.5,51.0,7.8,
2007-04-10T00:00+00:00,5905,,,,,,
2007-04-10T00:00+00:00,5916,,,,,,
2007-04-10T00:00+00:00,5917,14.9,994.4,5.2,47.0,11.4,
2007-04-10T00:00+00:00,5925,16.4,997.1,4.5,47.0,9.5,
2007-04-10T00:00+00:00,5935,15.8,999.1,3.2,52.0,7.8,
2007-04-10T00:00+00:00,5963,,,,,,
2007-04-10T00:00+00:00,5965,,,,,,
2007-04-11T00:00+00:00,105,15.0,997.9,3.2,61.0,8.6,5904
2007-04-11T00:00+00:00,106,14.0,995.8,1.5,58.0,9.1,5805
2007-04-11T00:00+00:00,107,14.7,999.4,3.2,57.0,8.7,5917
2007-04-11T00:00+00:00,4102,,,,,,
2007-04-11T00:00+00:00,4115,,,,,,
2007-04-11T00:00+00:00,4120,,,,,,
2007-04-11T00:00+00:00,5802,,,,,,
2007-04-11T00:00+00:00,5804,,,,,,
2007-04-11T00:00+00:00,5805,14.0,995.8,1.5,58.0,9.1,
2007-04-11T00:00+00:00,5808,,,,,,
2007-04-11T00:00+00:00,5901,,,,,,
2007-04-11T00:00+00:00,5902,,,,,,
2007-04-11T00:00+00:00,5904,15.0,997.9,3.2,61.0,8.6,
2007-04-11T00:00+00:00,5905,,,,,,
2007-04-11T00:00+00:00,5916,,,,,,
2007-04-11T00:00+00:00,5917,14.7,999.4,3.2,57.0,8.7,
2007-04-11T00:00+00:00,5925,15.9,1002.2,2.6,57.0,9.3,
2007-04-11T00:00+00:00,5935,15.5,1004.3,2.1,60.0,8.9,
2007-04-11T00:00+00:00,5963,,,,,,
2007-04-11T00:00+00:00,5965,,,,,,
2007-04-12T00:00+00:00,105,14.2,998.5,2.1,63.0,12.8,5904
2007-04-12T00:00+00:00,106,12.6,996.4,2.1,60.0,12.3,5805
2007-04-12T00:00+00:00,107,14.3,1000.1,1.0,61.0,12.4,5917
2007-04-12T00:00+00:00,4102,,,,,,
2007-04-12T00:00+00:00,4115,,,,,,
2007-04-12T00:00+00:00,4120,,,,,,
2007-04-12T00:00+00:00,5802,,,,,,
2007-04-12T00:00+00:00,5804,,,,,,
2007-04-12T00:00+00:00,5805,12.6,996.4,2.1,60.0,12.3,
2007-04-12T00:00+00:00,5808,,,,,,
2007-04-12T00:00+00:00,5901,,,,,,
2007-04-12T00:00+00:00,5902,,,,,,
2007-04-12T00:00+00:00,5904,14.2,998.5,2.1,63.0,12.8,
2007-04-12T00:00+00:00,5905,,,,,,
2007-04-12T00:00+00:00,5916,,,,,,
2007-04-12T00:00+00:00,5917,14.3,1000.1,1.0,61.0,12.4,
2007-04-12T00:00+00:00,5925,15.9,1003.0,1.5,58.0,12.6,
2007-04-12T00:00+00:00,5935,14.7,1005.0,1.5,60.0,12.7,
2007-04-12T00:00+00:00,5963,,,,,,
2007-04-12T00:00+00:00,5965,,,,,,
2007-04-13T00:00+00:00,105,16.0,998.1,3.2,61.0,12.8,5904
2007-04-13T00:00+00:00,106,13.9,995.9,2.6,58.0,12.3,5805
2007-04-13T00:00+00:00,107,15.8,999.7,2.6,57.0,12.6,5917
2007-04-13T00:00+00:00,4102,,,,,,
2007-04-13T00:00+00:00,4115,,,,,,
2007-04-13T00:00+00:00,4120,,,,,,
2007-04-13T00:00+00:00,5802,,,,,,
2007-04-13T00:00+00:00,5804,,,,,,
2007-04-13T00:00+00:00,5805,13.9,995.9,2.6,58.0,12.3,
2007-04-13T00:00+00:00,5808,,,,,,
2007-04-13T00:00+00:00,5901,,,,,,
2007-04-13T00:00+00:00,5902,,,,,,
2007-04-13T00:00+00:00,5904,16.0,998.1,3.2,61.0,12.8,
2007-04-13T00:00+00:00,5905,,,,,,
2007-04-13T00:00+00:00,5916,,,,,,
2007-04-13T00:00+00:00,5917,15.8,999.7,2.6,57.0,12.6,
2007-04-13T00:00+00:00,5925,18.0,1002.5,2.6,57.0,12.8,
2007-04-13T00:00+00:00,5935,15.6,1004.6,1.5,58.0,12.7,
2007-04-13T00:00+00:00,5963,,,,,,
2007-04-13T00:00+00:00,5965,,,,,,
2007-04-14T00:00+00:00,105,16.9,998.6,2.1,57.0,12.9,5904
2007-04-14T00:00+00:00,106,14.9,996.5,1.5,53.0,12.5,5805
2007-04-14T00:00+00:00,107,16.5,1000.1,1.5,52.0,12.8,5917
2007-04-14T00:00+00:00,4102,,,,,,
2007-04-14T00:00+00:00,4115,,,,,,
2007-04-14T00:00+00:00,4120,,,,,,
2007-04-14T00:00+00:00,5802,,,,,,
2007-04-14T00:00+00:00,5804,,,,,,
2007-04-14T00:00+00:00,5805,14.9,996.5,1.5,53.0,12.5,
2007-04-14T00:00+00:00,5808,,,,,,
2007-04-14T00:00+00:00,5901,,,,,,
2007-04-14T00:00+00:00,5902,,,,,,
2007-04-14T00:00+00:00,5904,16.9,998.6,2.1,57.0,12.9,
2007-04-14T00:00+00:00,5905,,,,,,
2007-04-14T00:00+00:00,5916,,,,,,
2007-04-14T00:00+00:00,5917,16.5,1000.1,1.5,52.0,12.8,
2007-04-14T00:00+00:00,5925,18.6,1003.0,2.1,50.0,12.9,
2007-04-14T00:00+00:00,5935,16.3,1005.1,1.5,54.0,12.8,
2007-04-14T00:00+00:00,5963,,,,,,
2007-04-14T00:00+00:00,5965,,,,,,
2007-04-15T00:00+00:00,105,16.2,998.7,2.6,49.0,12.6,5904
2007-04-15T00:00+00:00,106,13.6,996.7,1.0,49.0,11.8,5805
2007-04-15T00:00+00:00,107,15.6,1000.1,2.6,46.0,12.4,5917
2007-04-15T00:00+00:00,4102,,,,,,
2007-04-15T00:00+00:00,4115,,,,,,
2007-04-15T00:00+00:00,4120,,,,,,
2007-04-15T00:00+00:00,5802,,,,,,
2007-04-15T00:00+00:00,5804,,,,,,
2007-04-15T00:00+00:00,5805,13.6,996.7,1.0,49.0,11.8,
2007-04-15T00:00+00:00,5808,,,,,,
2007-04-15T00:00+00:00,5901,,,,,,
2007-04-15T00:00+00:00,5902,,,,,,
2007-04-15T00:00+00:00,5904,16.2,998.7,2.6,49.0,12.6,
2007-04-15T00:00+00:00,5905,,,,,,
2007-04-15T00:00+00:00,5916,,,,,,
2007-04-15T00:00+00:00,5917,15.6,1000.1,2.6,46.0,12.4,
2007-04-15T00:00+00:00,5925,17.7,1003.0,2.1,45.0,12.4,
2007-04-15T00:00+00:00,5935,16.8,1005.1,2.1,50.0,12.4,
2007-04-15T00:00+00:00,5963,,,,,,
2007-04-15T00:00+00:00,5965,,,,,,
2007-04-16T00:00+00:00,105,14.5,998.3,1.5,53.0,13.0,5904
2007-04-16T00:00+00:00,106,12.5,996.1,1.0,53.0,12.5,5805
2007-04-16T00:00+00:00,107,14.0,999.8,1.0,48.0,12.6,5917
2007-04-16T00:00+00:00,4102,,,,,,
2007-04-16T00:00+00:00,4115,,,,,,
2007-04-16T00:00+00:00,4120,,,,,,
2007-04-16T00:00+00:00,5802,,,,,,
2007-04-16T00:00+00:00,5804,,,,,,
2007-04-16T00:00+00:00,5805,12.5,996.1,1.0,53.0,12.5,
2007-04-16T00:00+00:00,5808,,,,,,
2007-04-16T00:00+00:00,5901,,,,,,
2007-04-16T00:00+00:00,5902,,,,,,
2007-04-16T00:00+00:00,5904,14.5,998.3,1.5,53.0,13.0,
2007-04-16T00:00+00:00,5905,,,,,,
2007-04-16T00:00+00:00,5916,,,,,,
2007-04-16T00:00+00:00,5917,14.0,999.8,1.0,48.0,12.6,
2007-04-16T00:00+00:00,5925,16.3,1002.8,2.1,45.0,12.9,
2007-04-16T00:00+00:00,5935,14.0,1004.8,1.5,51.0,12.9,
2007-04-16T00:00+00:00,5963,,,,,,
2007-04-16T00:00+00:00,5965,,,,,,
2007-04-17T00:00+00:00,105,15.2,991.4,2.1,55.0,13.1,5904
2007-04-17T00:00+00:00,106,13.5,989.4,1.0,51.0,12.6,5805
2007-04-17T00:00+00:00,107,14.6,993.1,2.1,53.0,12.9,5917
2007-04-17T00:00+00:00,4102,,,,,,
2007-04-17T00:00+00:00,4115,,,,,,
2007-04-17T00:00+00:00,4120,,,,,,
2007-04-17T00:00+00:00,5802,,,,,,
2007-04-17T00:00+00:00,5804,,,,,,
2007-04-17T00:00+00:00,5805,13.5,989.4,1.0,51.0,12.6,
2007-04-17T00:00+00:00,5808,,,,,,
2007-04-17T00:00+00:00,5901,,,,,,
2007-04-17T00:00+00:00,5902,,,,,,
2007-04-17T00:00+00:00,5904,15.2,991.4,2.1,55.0,13.1,
2007-04-17T00:00+00:00,5905,,,,,,
2007-04-17T00:00+00:00,5916,,,,,,
2007-04-17T00:00+00:00,5917,14.6,993.1,2.1,53.0,12.9,
2007-04-17T00:00+00:00,5925,16.7,995.9,2.1,48.0,13.1,
2007-04-17T00:00+00:00,5935,15.6,997.9,1.0,52.0,13.1,
2007-04-17T00:00+00:00,5963,,,,,,
2007-04-17T00:00+00:00,5965,,,,,,
2007-04-18T00:00+00:00,105,14.6,991.6,5.9,59.0,5.5,5904
2007-04-18T00:00+00:00,106,11.8,989.5,3.2,55.0,3.9,5805
2007-04-18T00:00+00:00,107,13.6,993.1,5.2,54.0,1.5,5917
2007-04-18T00:00+00:00,4102,,,,,,
2007-04-18T00:00+00:00,4115,,,,,,
2007-04-18T00:00+00:00,4120,,,,,,
2007-04-18T00:00+00:00,5802,,,,,,
2007-04-18T00:00+00:00,5804,,,,,,
2007-04-18T00:00+00:00,5805,11.8,989.5,3.2,55.0,3.9,
2007-04-18T00:00+00:00,5808,,,,,,
2007-04-18T00:00+00:00,5901,,,,,,
2007-04-18T00:00+00:00,5902,,,,,,
2007-04-18T00:00+00:00,5904,14.6,991.6,5.9,59.0,5.5,
2007-04-18T00:00+00:00,5905,,,,,,
2007-04-18T00:00+00:00,5916,,,,,,
2007-04-18T00:00+00:00,5917,13.6,993.1,5.2,54.0,1.5,
2007-04-18T00:00+00:00,5925,16.3,996.1,5.2,54.0,3.8,
2007-04-18T00:00+00:00,5935,15.8,998.2,2.6,57.0,5.9,
2007-04-18T00:00+00:00,5963,,,,,,
2007-04-18T00:00+00:00,5965,,,,,,
2007-04-19T00:00+00:00,105,12.9,994.0,2.6,49.0,11.2,5904
2007-04-19T00:00+00:00,106,10.9,991.9,1.5,51.0,11.4,5805
2007-04-19T00:00+00:00,107,12.3,995.6,1.5,52.0,11.2,5917
2007-04-19T00:00+00:00,4102,,,,,,
2007-04-19T00:00+00:00,4115,,,,,,
2007-04-19T00:00+00:00,4120,,,,,,
2007-04-19T00:00+00:00,5802,,,,,,
2007-04-19T00:00+00:00,5804,,,,,,
2007-04-19T00:00+00:00,5805,10.9,991.9,1.5,51.0,11.4,
2007-04-19T00:00+00:00,5808,,,,,,
2007-04-19T00:00+00:00,5901,,,,,,
2007-04-19T00:00+00:00,5902,,,,,,
2007-04-19T00:00+00:00,5904,12.9,994.0,2.6,49.0,11.2,
2007-04-19T00:00+00:00,5905,,,,,,
2007-04-19T00:00+00:00,5916,,,,,,
2007-04-19T00:00+00:00,5917,12.3,995.6,1.5,52.0,11.2,
2007-04-19T00:00+00:00,5925,13.9,998.4,2.6,46.0,11.0,
2007-04-19T00:00+00:00,5935,12.5,1000.5,1.5,50.0,11.7,
2007-04-19T00:00+00:00,5963,,,,,,
2007-04-19T00:00+00:00,5965,,,,,,
2007-04-20T00:00+00:00,105,12.6,991.0,5.2,51.0,12.6,5904
2007-04-20T00:00+00:00,106,10.5,989.0,3.2,45.0,10.4,5805
2007-04-20T00:00+00:00,107,12.6,992.4,3.8,50.0,12.2,5917
2007-04-20T00:00+00:00,4102,,,,,,
2007-04-20T00:00+00:00,4115,,,,,,
2007-04-20T00:00+00:00,4120,,,,,,
2007-04-20T00:00+00:00,5802,,,,,,
2007-04-20T00:00+00:00,5804,,,,,,
2007-04-20T00:00+00:00,5805,10.5,989.0,3.2,45.0,10.4,
2007-04-20T00:00+00:00,5808,,,,,,
2007-04-20T00:00+00:00,5901,,,,,,
2007-04-20T00:00+00:00,5902,,,,,,
2007-04-20T00:00+00:00,5904,12.6,991.0,5.2,51.0,12.6,
2007-04-20T00:00+00:00,5905,,,,,,
2007-04-20T00:00+00:00,5916,,,,,,
2007-04-20T00:00+00:00,5917,12.6,992.4,3.8,50.0,12.2,
2007-04-20T00:00+00:00,5925,14.6,995.3,4.5,47.0,11.5,
2007-04-20T00:00+00:00,5935,12.2,997.5,1.5,52.0,12.6,
2007-04-20T00:00+00:00,5963,,,,,,
2007-04-20T00:00+00:00,5965,,,,,,
2007-04-21T00:00+00:00,105,10.5,996.9,3.8,53.0,11.6,5904
2007-04-21T00:00+00:00,106,9.4,994.8,2.1,51.0,11.6,5805
2007-04-21T00:00+00:00,107,10.7,998.5,3.2,50.0,12.0,5917
2007-04-21T00:00+00:00,4102,,,,,,
2007-04-21T00:00+00:00,4115,,,,,,
2007-04-21T00:00+00:00,4120,,,,,,
2007-04-21T00:00+00:00,5802,,,,,,
2007-04-21T00:00+00:00,5804,,,,,,
2007-04-21T00:00+00:00,5805,9.4,994.8,2.1,51.0,11.6,
2007-04-21T00:00+00:00,5808,,,,,,
2007-04-21T00:00+00:00,5901,,,,,,
2007-04-21T00:00+00:00,5902,,,,,,
2007-04-21T00:00+00:00,5904,10.5,996.9,3.8,53.0,11.6,
2007-04-21T00:00+00:00,5905,,,,,,
2007-04-21T00:00+00:00,5916,,,,,,
2007-04-21T00:00+00:00,5917,10.7,998.5,3.2,50.0,12.0,
2007-04-21T00:00+00:00,5925,12.0,1001.4,2.6,48.0,12.2,
2007-04-21T00:00+00:00,5935,10.7,1003.8,2.6,54.0,11.7,
2007-04-21T00:00+00:00,5963,,,,,,
2007-04-21T00:00+00:00,5965,,,,,,
2007-04-22T00:00+00:00,105,11.0,1000.4,1.5,52.0,13.5,5904
2007-04-22T00:00+00:00,106,9.4,998.2,1.0,50.0,13.0,5805
2007-04-22T00:00+00:00,107,10.9,1001.9,2.1,49.0,13.1,5917
2007-04-22T00:00+00:00,4102,,,,,,
2007-04-22T00:00+00:00,4115,,,,,,
2007-04-22T00:00+00:00,4120,,,,,,
2007-04-22T00:00+00:00,5802,,,,,,
2007-04-22T00:00+00:00,5804,,,,,,
2007-04-22T00:00+00:00,5805,9.4,998.2,1.0,50.0,13.0,
2007-04-22T00:00+00:00,5808,,,,,,
2007-04-22T00:00+00:00,5901,,,,,,
2007-04-22T00:00+00:00,5902,,,,,,
2007-04-22T00:00+00:00,5904,11.0,1000.4,1.5,52.0,13.5,
2007-04-22T00:00+00:00,5905,,,,,,
2007-04-22T00:00+00:00,5916,,,,,,
2007-04-22T00:00+00:00,5917,10.9,1001.9,2.1,49.0,13.1,
2007-04-22T00:00+00:00,5925,12.5,1004.8,2.1,46.0,13.5,
2007-04-22T00:00+00:00,5935,11.0,1007.2,1.5,50.0,13.1,
2007-04-22T00:00+00:00,5963,,,,,,
2007-04-22T00:00+00:00,5965,,,,,,
2007-04-23T00:00+00:00,105,14.1,996.6,2.1,53.0,13.1,5904
2007-04-23T00:00+00:00,106,12.5,994.5,1.0,51.0,12.9,5805
2007-04-23T00:00+00:00,107,14.3,998.0,1.5,51.0,13.0,5917
2007-04-23T00:00+00:00,4102,,,,,,
2007-04-23T00:00+00:00,4115,,,,,,
2007-04-23T00:00+00:00,4120,,,,,,
2007-04-23T00:00+00:00,5802,,,,,,
2007-04-23T00:00+00:00,5804,,,,,,
2007-04-23T00:00+00:00,5805,12.5,994.5,1.0,51.0,12.9,
2007-04-23T00:00+00:00,5808,,,,,,
2007-04-23T00:00+00:00,5901,,,,,,
2007-04-23T00:00+00:00,5902,,,,,,
2007-04-23T00:00+00:00,5904,14.1,996.6,2.1,53.0,13.1,
2007-04-23T00:00+00:00,5905,,,,,,
2007-04-23T00:00+00:00,5916,,,,,,
2007-04-23T00:00+00:00,5917,14.3,998.0,1.5,51.0,13.0,
2007-04-23T00:00+00:00,5925,16.0,1001.0,1.5,47.0,13.0,
2007-04-23T00:00+00:00,5935,13.9,1003.1,1.0,53.0,13.1,
2007-04-23T00:00+00:00,5963,,,,,,
2007-04-23T00:00+00:00,5965,,,,,,
2007-04-24T00:00+00:00,105,15.8,994.2,3.8,68.0,5.0,5904
2007-04-24T00:00+00:00,106,13.6,992.5,3.8,60.0,4.0,5805
2007-04-24T00:00+00:00,107,15.0,995.7,3.8,63.0,4.7,5917
2007-04-24T00:00+00:00,4102,,,,,,
2007-04-24T00:00+00:00,4115,,,,,,
2007-04-24T00:00+00:00,4120,,,,,,
2007-04-24T00:00+00:00,5802,,,,,,
2007-04-24T00:00+00:00,5804,,,,,,
2007-04-24T00:00+00:00,5805,13.6,992.5,3.8,60.0,4.0,
2007-04-24T00:00+00:00,5808,,,,,,
2007-04-24T00:00+00:00,5901,,,,,,
2007-04-24T00:00+00:00,5902,,,,,,
2007-04-24T00:00+00:00,5904,15.8,994.2,3.8,68.0,5.0,
2007-04-24T00:00+00:00,5905,,,,,,
2007-04-24T00:00+00:00,5916,,,,,,
2007-04-24T00:00+00:00,5917,15.0,995.7,3.8,63.0,4.7,
2007-04-24T00:00+00:00,5925,17.7,998.6,4.5,59.0,4.9,
2007-04-24T00:00+00:00,5935,15.8,1000.6,2.6,67.0,4.8,
2007-04-24T00:00+00:00,5963,,,,,,
2007-04-24T00:00+00:00,5965,,,,,,
2007-04-25T00:00+00:00,105,16.4,994.7,2.6,60.0,11.5,5904
2007-04-25T00:00+00:00,106,15.6,992.8,1.5,56.0,11.5,5805
2007-04-25T00:00+00:00,107,16.8,996.3,2.1,56.0,11.0,5917
2007-04-25T00:00+00:00,4102,,,,,,
2007-04-25T00:00+00:00,4115,,,,,,
2007-04-25T00:00+00:00,4120,,,,,,
2007-04-25T00:00+00:00,5802,,,,,,
2007-04-25T00:00+00:00,5804,,,,,,
2007-04-25T00:00+00:00,5805,15.6,992.8,1.5,56.0,11.5,
2007-04-25T00:00+00:00,5808,,,,,,
2007-04-25T00:00+00:00,5901,,,,,,
2007-04-25T00:00+00:00,5902,,,,,,
2007-04-25T00:00+00:00,5904,16.4,994.7,2.6,60.0,11.5,
2007-04-25T00:00+00:00,5905,,,,,,
2007-04-25T00:00+00:00,5916,,,,,,
2007-04-25T00:00+00:00,5917,16.8,996.3,2.1,56.0,11.0,
2007-04-25T00:00+00:00,5925,17.8,999.2,2.6,56.0,10.5,
2007-04-25T00:00+00:00,5935,17.2,1001.2,1.5,59.0,11.5,
2007-04-25T00:00+00:00,5963,,,,,,
2007-04-25T00:00+00:00,5965,,,,,,
2007-04-26T00:00+00:00,105,15.7,997.3,4.5,60.0,13.2,5904
2007-04-26T00:00+00:00,106,13.3,995.1,2.6,52.0,13.0,5805
2007-04-26T00:00+00:00,107,15.2,999.0,3.8,59.0,12.9,5917
2007-04-26T00:00+00:00,4102,,,,,,
2007-04-26T00:00+00:00,4115,,,,,,
2007-04-26T00:00+00:00,4120,,,,,,
2007-04-26T00:00+00:00,5802,,,,,,
2007-04-26T00:00+00:00,5804,,,,,,
2007-04-26T00:00+00:00,5805,13.3,995.1,2.6,52.0,13.0,
2007-04-26T00:00+00:00,5808,,,,,,
2007-04-26T00:00+00:00,5901,,,,,,
2007-04-26T00:00+00:00,5902,,,,,,
2007-04-26T00:00+00:00,5904,15.7,997.3,4.5,60.0,13.2,
2007-04-26T00:00+00:00,5905,,,,,,
2007-04-26T00:00+00:00,5916,,,,,,
2007-04-26T00:00+00:00,5917,15.2,999.0,3.8,59.0,12.9,
2007-04-26T00:00+00:00,5925,17.6,1001.8,3.8,56.0,12.8,
2007-04-26T00:00+00:00,5935,15.8,1003.9,2.1,59.0,13.2,
2007-04-26T00:00+00:00,5963,,,,,,
2007-04-26T00:00+00:00,5965,,,,,,
2007-04-27T00:00+00:00,105,16.6,997.8,3.2,54.0,13.5,5904
2007-04-27T00:00+00:00,106,14.5,995.6,2.6,51.0,13.2,5805
2007-04-27T00:00+00:00,107,16.3,999.4,3.2,53.0,13.3,5917
2007-04-27T00:00+00:00,4102,,,,,,
2007-04-27T00:00+00:00,4115,,,,,,
2007-04-27T00:00+00:00,4120,,,,,,
2007-04-27T00:00+00:00,5802,,,,,,
2007-04-27T00:00+00:00,5804,,,,,,
2007-04-27T00:00+00:00,5805,14.5,995.6,2.6,51.0,13.2,
2007-04-27T00:00+00:00,5808,,,,,,
2007-04-27T00:00+00:00,5901,,,,,,
2007-04-27T00:00+00:00,5902,,,,,,
2007-04-27T00:00+00:00,5904,16.6,997.8,3.2,54.0,13.5,
2007-04-27T00:00+00:00,5905,,,,,,
2007-04-27T00:00+00:00,5916,,,,,,
2007-04-27T00:00+00:00,5917,16.3,999.4,3.2,53.0,13.3,
2007-04-27T00:00+00:00,5925,19.0,1002.3,2.6,50.0,13.5,
2007-04-27T00:00+00:00,5935,16.0,1004.3,1.5,52.0,13.4,
2007-04-27T00:00+00:00,5963,,,,,,
2007-04-27T00:00+00:00,5965,,,,,,
2007-04-28T00:00+00:00,105,17.0,994.5,2.1,53.0,13.6,5904
2007-04-28T00:00+00:00,106,14.9,992.4,0.6,50.0,13.2,5805
2007-04-28T00:00+00:00,107,16.7,996.1,2.1,47.0,13.4,5917
2007-04-28T00:00+00:00,4102,,,,,,
2007-04-28T00:00+00:00,4115,,,,,,
2007-04-28T00:00+00:00,4120,,,,,,
2007-04-28T00:00+00:00,5802,,,,,,
2007-04-28T00:00+00:00,5804,,,,,,
2007-04-28T00:00+00:00,5805,14.9,992.4,0.6,50.0,13.2,
2007-04-28T00:00+00:00,5808,,,,,,
2007-04-28T00:00+00:00,5901,,,,,,
2007-04-28T00:00+00:00,5902,,,,,,
2007-04-28T00:00+00:00,5904,17.0,994.5,2.1,53.0,13.6,
2007-04-28T00:00+00:00,5905,,,,,,
2007-04-28T00:00+00:00,5916,,,,,,
2007-04-28T00:00+00:00,5917,16.7,996.1,2.1,47.0,13.4,
2007-04-28T00:00+00:00,5925,19.5,998.9,2.1,46.0,13.6,
2007-04-28T00:00+00:00,5935,16.8,1000.9,1.0,48.0,13.6,
2007-04-28T00:00+00:00,5963,,,,,,
2007-04-28T00:00+00:00,5965,,,,,,
2007-04-29T00:00+00:00,105,15.4,990.6,3.8,62.0,10.8,5904
2007-04-29T00:00+00:00,106,13.6,988.5,2.6,54.0,10.0,5805
2007-04-29T00:00+00:00,107,14.6,992.1,3.8,61.0,10.9,5917
2007-04-29T00:00+00:00,4102,,,,,,
2007-04-29T00:00+00:00,4115,,,,,,
2007-04-29T00:00+00:00,4120,,,,,,
2007-04-29T00:00+00:00,5802,,,,,,
2007-04-29T00:00+00:00,5804,,,,,,
2007-04-29T00:00+00:00,5805,13.6,988.5,2.6,54.0,10.0,
2007-04-29T00:00+00:00,5808,,,,,,
2007-04-29T00:00+00:00,5901,,,,,,
2007-04-29T00:00+00:00,5902,,,,,,
2007-04-29T00:00+00:00,5904,15.4,990.6,3.8,62.0,10.8,
2007-04-29T00:00+00:00,5905,,,,,,
2007-04-29T00:00+00:00,5916,,,,,,
2007-04-29T00:00+00:00,5917,14.6,992.1,3.8,61.0,10.9,
2007-04-29T00:00+00:00,5925,18.0,995.0,4.5,60.0,10.6,
2007-04-29T00:00+00:00,5935,16.4,997.2,2.6,62.0,9.8,
2007-04-29T00:00+00:00,5963,,,,,,
2007-04-29T00:00+00:00,5965,,,,,,
2007-04-30T00:00+00:00,105,12.3,990.6,3.2,54.0,13.9,5904
2007-04-30T00:00+00:00,106,9.9,988.5,2.1,50.0,13.2,5805
2007-04-30T00:00+00:00,107,11.6,992.1,4.5,50.0,13.7,5917
2007-04-30T00:00+00:00,4102,,,,,,
2007-04-30T00:00+00:00,4115,,,,,,
2007-04-30T00:00+00:00,4120,,,,,,
2007-04-30T00:00+00:00,5802,,,,,,
2007-04-30T00:00+00:00,5804,,,,,,
2007-04-30T00:00+00:00,5805,9.9,988.5,2.1,50.0,13.2,
2007-04-30T00:00+00:00,5808,,,,,,
2007-04-30T00:00+00:00,5901,,,,,,
2007-04-30T00:00+00:00,5902,,,,,,
2007-04-30T00:00+00:00,5904,12.3,990.6,3.2,54.0,13.9,
2007-04-30T00:00+00:00,5905,,,,,,
2007-04-30T00:00+00:00,5916,,,,,,
2007-04-30T00:00+00:00,5917,11.6,992.1,4.5,50.0,13.7,
